"product_id","name","description","brand","category","price","image_file","rating","reviews"
"P001","Apple iPhone 14 Pro","Latest iPhone with A16 chip Dynamic Island Pro camera system and all day battery life","Apple","Phones","79999","p001.jpg","4.7","Great camera;Smooth performance;Premium build"
"P002","Samsung Galaxy S23 Ultra","Flagship Samsung phone with S Pen 200MP camera Snapdragon processor","Samsung","Phones","99999","p002.jpg","4.6","Best Android phone;S Pen is useful;Great display"
"P003","OnePlus 11","Flagship killer with Hasselblad cameras 100W charging Snapdragon 8 Gen 2","OnePlus","Phones","56999","p003.jpg","4.5","Fast charging;Smooth UI;Great value"
"P004","Google Pixel 8 Pro","AI powered phone with best camera 7 years of updates Tensor G3 chip","Google","Phones","79999","p004.jpg","4.4","Best camera;AI features are amazing;Clean software"
"P005","Xiaomi 13 Pro","Premium phone with Leica cameras 120W charging Snapdragon 8 Gen 2","Xiaomi","Phones","62999","p004.jpg","4.3","Great camera;Fast charging;Good display"
"P006","Realme GT 3","Flagship killer with 240W charging Snapdragon 8+ Gen 1 144Hz display","Realme","Phones","37999","p006.jpg","4.2","Incredible charging speed;Good performance;Value for money"
"P007","Vivo X90 Pro","Professional photography phone with Zeiss optics 120W charging","Vivo","Phones","54999","p007.jpg","4.3","Amazing camera;Good battery;Premium feel"
"P008","Oppo Find X6 Pro","Premium phone with Hasselblad cameras 100W charging","OPPO","Phones","69999","p008.jpg","4.4","Excellent camera;Beautiful display;Fast charging"
"P009","Motorola Edge 40 Pro","Clean Android experience 165Hz display Snapdragon 8 Gen 2","Motorola","Phones","49999","p009.jpg","4.2","Smooth performance;Clean UI;Good value"
"P010","Asus ROG Phone 7","Ultimate gaming phone with 165Hz display AeroActive Cooler 6000mAh battery","Asus","Gaming Phones","79999","p010.jpg","4.6","Best gaming phone;Excellent cooling;Massive battery"
"P011","Apple MacBook Pro 14","M1 Pro chip 16GB RAM 512GB SSD Liquid Retina XDR display","Apple","Laptops","199999","p011.jpg","4.8","Powerful;Beautiful display;Great battery"
"P012","Dell XPS 15","Intel Core i7 16GB RAM 512GB SSD 15.6 inch 3.5K OLED display","Dell","Laptops","149999","p012.jpg","4.6","Stunning display;Premium build;Good performance"
"P013","HP Spectre x360","Intel Core i7 16GB RAM 1TB SSD 14 inch 2K OLED touchscreen","HP","Laptops","129999","p013.jpg","4.5","Versatile 2-in-1;Great display;Good battery"
"P014","Lenovo ThinkPad X1 Carbon","Intel Core i7 16GB RAM 512GB SSD 14 inch 2.8K OLED display","Lenovo","Laptops","159999","p014.jpg","4.7","Best business laptop;Lightweight;Excellent keyboard"
"P015","Asus Zenbook Pro 14","Intel Core i9 32GB RAM 1TB SSD 14 inch 2.8K OLED display","Asus","Laptops","179999","p015.jpg","4.6","Powerful;Beautiful display;Good for creators"
"P016","Microsoft Surface Laptop 5","Intel Core i7 16GB RAM 512GB SSD 13.5 inch PixelSense display","Microsoft","Laptops","119999","p016.jpg","4.4","Premium design;Great display;Good performance"
"P017","Acer Swift 5","Intel Core i7 16GB RAM 1TB SSD 14 inch 2K display","Acer","Laptops","89999","p017.jpg","4.3","Lightweight;Good performance;Value for money"
"P018","Apple MacBook Air M2","Apple M2 chip 8GB RAM 256GB SSD 13.6 inch Liquid Retina display","Apple","Laptops","99999","p018.jpg","4.7","Lightweight;Great battery;Fast performance"
"P019","Razer Blade 15","Gaming laptop with RTX 4070 Intel Core i7 16GB RAM 144Hz display","Raser","Gaming Laptops","179999","p019.jpg","4.5","Great for gaming;Premium build;Good display"
"P020","Samsung Galaxy Book 3 Pro","Intel Core i7 16GB RAM 512GB SSD 14 inch 2K AMOLED display","Samsung","Laptops","109999","p020.jpg","4.4","Good display;Lightweight;Seamless Samsung ecosystem"
"P021","Sony WH-1000XM5","Industry leading noise cancellation 30 hour battery multipoint connection","Sony","Headphones","24999","p021.jpg","4.8","Best noise cancellation;Great sound;Comfortable"
"P022","Apple AirPods Pro 2","Active noise cancellation Adaptive Transparency Personalized Spatial Audio","Apple","Headphones","24999","p022.jpg","4.7","Great sound;Best iOS integration;Comfortable"
"P023","Bose QuietComfort Ultra","Premium noise cancellation 24 hour battery Spatial Audio","Bose","Headphones","26999","p023.jpg","4.6","Excellent ANC;Great comfort;Premium sound"
"P024","Samsung Galaxy Buds2 Pro","24-bit Hi-Fi sound Active noise cancellation 360 Audio","Samsung","Headphones","17999","p024.jpg","4.4","Good sound;Compact;Works well with Samsung"
"P025","JBL Tune 770NC","Adaptive noise cancellation 70 hour battery JBL Pure Bass Sound","JBL","Headphones","5499","p025.jpg","4.2","Good value;Long battery;Decent ANC"
"P026","Audio-Technica ATH-M50x","Professional studio monitor headphones 45mm drivers 99 ohm impedance","Audio-Technica","Headphones","9999","p026.jpg","4.5","Great for studio;Accurate sound;Durable"
"P027","Sennheiser HD 560S","Open-back headphones for audiophiles 120 ohm impedance neutral sound","Sennheiser","Headphones","15999","p027.jpg","4.6","Excellent sound quality;Comfortable;Great for critical listening"
"P028","Beats Studio Pro","Custom 40mm drivers 40 hour battery Spatial Audio","Beats","Headphones","21999","p028.jpg","4.3","Good bass;Stylish;Comfortable"
"P029","Anker Soundcore Space Q45","Adaptive noise cancellation 65 hour battery LDAC support","Anker","Headphones","7999","p029.jpg","4.1","Great value;Long battery;Good ANC"
"P030","Shure Aonic 50","Premium wireless headphones 40mm drivers 20 hour battery","Shure","Headphones","24999","p030.jpg","4.5","Excellent sound;Good ANC;Premium build"
"P031","Sony Alpha A7 IV","Full-frame mirrorless 33MP sensor 4K 60p video Real-time Eye AF","Sony","Cameras","189999","p031.jpg","4.8","Professional camera;Excellent image quality;Great autofocus"
"P032","Canon EOS R6 Mark II","Full-frame mirrorless 24.2MP sensor 4K 60p In-body IS","Canon","Cameras","249999","p032.jpg","4.9","Best hybrid camera;Great autofocus;Excellent IBIS"
"P033","Nikon Z8","Full-frame mirrorless 45.7MP sensor 8K video 493-point AF","Nikon","Cameras","299999","p033.jpg","4.8","Professional grade;Incredible detail;Fast autofocus"
"P034","Fujifilm X-T5","APS-C mirrorless 40.2MP sensor 6.2K video Film simulations","Fujifilm","Cameras","149999","p034.jpg","4.7","Amazing image quality;Film simulation modes;Compact"
"P035","GoPro Hero 12 Black","5.3K video HyperSmooth 6.0 Waterproof to 10m","GoPro","Action Cameras","34999","p035.jpg","4.6","Best action camera;Stabilization;Versatile"
"P036","Insta360 X3","5.7K 360 camera 72MP photos FlowState stabilization","Insta360","Action Cameras","29999","p036.jpg","4.5","Creative 360 video;Great stabilization;Compact"
"P037","DJI Pocket 3","3-axis gimbal 1 inch sensor 4K 120fps 2 inch OLED","DJI","Cameras","24999","p037.jpg","4.7","Perfect for vlogging;Great stabilization;Compact"
"P038","Canon EOS R100","Entry-level mirrorless 24.1MP 4K video Lightweight","Canon","Cameras","45999","p038.jpg","4.3","Good for beginners;Compact;Affordable"
"P039","Sony ZV-E10","APS-C mirrorless for vlogging 24.2MP 4K video Articulating screen","Sony","Cameras","54999","p039.jpg","4.5","Great for vlogging;Good autofocus;Compact"
"P040","Olympus OM-D E-M10 Mark IV","Micro Four Thirds 20MP 5-axis IBIS Compact body","Olympus","Cameras","74999","p040.jpg","4.4","Compact;Good IBIS;Great for travel"
"P041","Nike Air Max 270","Classic Air Max design Max Air unit Breathable mesh upper","Nike","Shoes","11999","p041.jpg","4.5","Comfortable;Stylish;Good for casual wear"
"P042","Adidas Ultraboost 22","Primeknit upper Boost midsole Continental rubber outsole","Adidas","Shoes","17999","p042.jpg","4.6","Great cushioning;Comfortable;Good for running"
"P043","Puma RS-X3","Chunky sneaker design Running System cushioning Bold colors","Puma","Shoes","7999","p043.jpg","4.2","Trendy design;Comfortable;Good value"
"P044","New Balance 574","Classic silhouette ENCAP midsole Premium leather upper","New Balance","Shoes","8999","p044.jpg","4.6","Timeless design;Comfortable;Versatile"
"P045","Reebok Classic Leather","Heritage design Soft leather upper Die-cut EVA midsole","Reebok","Shoes","5999","p045.jpg","4.3","Classic style;Comfortable;Affordable"
"P046","Converse Chuck Taylor All Star","Iconic canvas sneaker Vulcanized rubber sole Timeless design","Converse","Shoes","4999","p046.jpg","4.7","Iconic style;Versatile;Timeless"
"P047","ASICS Gel-Kayano 30","Stability running shoe FF Blast+ cushioning GUIDANCE SYSTEM","ASICS","Shoes","14999","p047.jpg","4.5","Great for overpronation;Comfortable;Durable"
"P048","Hoka Clifton 9","Lightweight daily trainer EVE midsole Early stage meta-rocker","Hoka","Shoes","12999","p048.jpg","4.4","Lightweight;Good cushioning;Smooth ride"
"P049","Skechers Go Run","Performance running shoe Hyper Burst foam Goodyear rubber outsole","Skechers","Shoes","6999","p049.jpg","4.2","Good value;Comfortable;Durable"
"P050","Nike React Infinity Run","React foam midsole Zoom Air units Flyknit upper","Nike","Shoes","13999","p050.jpg","4.4","Great cushioning;Comfortable;Good for long runs"
"P051","Levis 501 Original Fit","Classic straight fit jeans 100% cotton Button fly","Levis","Clothing","3499","p051.jpg","4.5","Timeless style;Durable;Classic fit"
"P052","Wrangler Authentics","Classic straight fit 100% cotton 5-pocket styling","Wrangler","Clothing","1999","p052.jpg","4.2","Good value;Durable;Classic style"
"P053","Jack and Jones Premium","Regular fit denim jacket 100% cotton Vintage wash","Jack and Jones","Clothing","5999","p053.jpg","4.3","Stylish;Good quality;Modern fit"
"P054","The North Face Borealis","28L backpack Laptop sleeve Front pocket with organizer","The North Face","Backpacks","7999","p054.jpg","4.6","Great for hiking;Durable;Comfortable"
"P055","Under Armour Hustle","30L duffel bag Water-repellent Padded shoulder strap","Under Armour","Backpacks","2499","p055.jpg","4.3","Good value;Durable;Versatile"
"P056","Nike Brasilia","Large capacity gym bag Drying compartment Side pocket","Nike","Bags","2299","p056.jpg","4.4","Spacious;Durable;Good for gym"
"P057","Titanium Stripe Classic","Stainless steel analog Sapphire crystal 50m water resistance","Titanium","Watches","8999","p057.jpg","4.4","Elegant design;Good quality;Comfortable"
"P058","Fossil Grant","Chronograph movement Stainless steel 50m water resistance","Fossil","Watches","6999","p058.jpg","4.3","Classic style;Good value;Reliable"
"P059","Casio G-Shock GA-2100","Shock-resistant 200m water resistance Dual time display","Casio","Watches","7999","p059.jpg","4.7","Tough;Durable;Iconic design"
"P060","Timex Expedition","Quartz movement Indiglo backlight 50m water resistance","Timex","Watches","2999","p060.jpg","4.2","Great value;Functional;Good for outdoor"
"P061","Ray-Ban Aviator Classic","Metal frame 100% UV protection Crystal lenses","Ray-Ban","Sunglasses","3999","p061.jpg","4.6","Iconic design;Good quality;UV protection"
"P062","Oakley Holbrook","O Matter frame Plutonite lenses 100% UV protection","Oakley","Sunglasses","5499","p062.jpg","4.5","Great for sports;Durable;Good coverage"
"P063","Persol PO3019S","Acetate frame Hand-crafted Classic Italian design","Persol","Sunglasses","9999","p063.jpg","4.6","Premium quality;Timeless style;Hand-crafted"
"P064","Warby Parker Hemingway","Acetate frame CR-39 lenses 100% UV protection","Warby Parker","Sunglasses","4999","p064.jpg","4.3","Modern style;Good value;Comfortable"
"P065","Versace VE4290","Italian design Gold-tone logo 100% UV protection","Versace","Sunglasses","12999","p065.jpg","4.4","Luxury design;Premium quality;Statement piece"
"P066","MVMT Chrono Gunmetal","Stainless steel case Italian leather strap 50m water resistance","MVMT","Watches","5999","p066.jpg","4.2","Modern design;Good value;Trendy"
"P067","Daniel Wellington Classic","Quartz movement Italian leather strap 30m water resistance","Daniel Wellington","Watches","4999","p067.jpg","4.3","Minimalist design;Popular;Good for gifts"
"P068","Seiko 5 Sports","Automatic movement 100m water resistance Day/date display","Seiko","Watches","8999","p068.jpg","4.7","Great automatic;Durable;Good value"
"P069","Apple Watch Series 9","GPS + Cellular 45mm case Always-On Retina display","Apple","Wearables","41999","p069.jpg","4.7","Best smartwatch;Great health features;Seamless ecosystem"
"P070","Samsung Galaxy Watch 6","Super AMOLED BioActive sensor 40 hour battery","Samsung","Wearables","27999","p070.jpg","4.5","Great Android smartwatch;Good health tracking;Beautiful display"
"P071","Fitbit Sense 2","Advanced health sensors 6+ day battery Google integration","Fitbit","Wearables","24999","p071.jpg","4.4","Good health tracking;Long battery;Google features"
"P072","Garmin Forerunner 265","AMOLED display Multi-GNSS Training features","Garmin","Wearables","45999","p072.jpg","4.6","Best running watch;Advanced metrics;Great display"
"P073","Amazfit GTR 4","14-day battery Dual-band GPS 150+ sports modes","Amazfit","Wearables","7999","p073.jpg","4.2","Great value;Long battery;Good features"
"P074","Bose SoundLink Flex","Portable speaker 12 hour battery PositionIQ technology","Bose","Speakers","11999","p074.jpg","4.5","Great sound;Portable;Durable"
"P075","JBL Flip 6","PartyBoost 12 hour battery IP67 waterproof","JBL","Speakers","5499","p075.jpg","4.4","Good value;Waterproof;Bass"
"P076","Sonos Era 100","Premium sound Multi-room audio Voice control","Sonos","Speakers","24999","p076.jpg","4.7","Excellent sound;Versatile;Premium quality"
"P077","UE Wonderboom 3","360 degree sound 14 hour battery IP67 rated","Ultimate Ears","Speakers","6999","p077.jpg","4.3","Portable;Waterproof;Good sound"
"P078","Marshall Stanmore III","Classic design Dynamic loudness Bluetooth 5.0","Marshall","Speakers","34999","p078.jpg","4.6","Iconic design;Great sound;Premium build"
"P079","Sony SRS-XB100","Extra Bass 16 hour battery IP67 waterproof","Sony","Speakers","2999","p079.jpg","4.1","Good value;Portable;Bass"
"P080","Anker Soundcore 3","24W output 24 hour battery BassUp technology","Anker","Speakers","2999","p080.jpg","4.2","Great value;Good battery;Surprisingly powerful"
"P081","Apple iPad Pro 12.9","Portable design with long battery life great for on-the-go productivity","Apple","Tablets","35500","p081.jpg","4.5","Very useful;Easy setup;Works perfectly"
"P082","Apple iPad Air","Portable design with long battery life great for on-the-go productivity","Apple","Tablets","78200","p082.jpg","4.4","Very useful;Easy setup;Works perfectly"
"P083","Apple iPad Mini","Powerful processor stunning display perfect for work and entertainment","Apple","Tablets","65100","p083.jpg","4.5","Excellent;Would buy again;Highly recommend"
"P084","Samsung Galaxy Tab S9 Ultra","High-resolution display with S Pen support for creative professionals","Samsung","Tablets","76000","p084.jpg","4.8","Excellent build;Perfect for needs;Recommend"
"P085","Samsung Galaxy Tab S9+","Portable design with long battery life great for on-the-go productivity","Samsung","Tablets","113600","p085.jpg","3.9","Solid product;Works well;Good quality"
"P086","Samsung Galaxy Tab A9","Powerful processor stunning display perfect for work and entertainment","Samsung","Tablets","29700","p086.jpg","4.5","Excellent build;Perfect for needs;Recommend"
"P087","Microsoft Surface Pro 9","Portable design with long battery life great for on-the-go productivity","Microsoft","Tablets","41500","p087.jpg","3.8","Better than expected;Great features;Love it"
"P088","Microsoft Surface Go 3","Portable design with long battery life great for on-the-go productivity","Microsoft","Tablets","29200","p088.jpg","4.2","Great product;Highly recommended;Good value"
"P089","Lenovo Tab P12 Pro","Portable design with long battery life great for on-the-go productivity","Lenovo","Tablets","81900","p089.jpg","3.9","Excellent;Would buy again;Highly recommend"
"P090","Lenovo Tab M10 Plus","Portable design with long battery life great for on-the-go productivity","Lenovo","Tablets","112900","p090.jpg","4.6","Works great;Nice design;Good battery"
"P091","Amazon Fire HD 10","Portable design with long battery life great for on-the-go productivity","Amazon","Tablets","73000","p091.jpg","4.9","Impressed;Well designed;User friendly"
"P092","Amazon Fire HD 10 Plus","High-resolution display with S Pen support for creative professionals","Amazon","Tablets","93600","p092.jpg","3.8","Good performance;Easy to use;Reliable"
"P093","Amazon Echo Show 15","Voice-controlled smart display with Fire TV integration","Amazon","Smart Home","13000","p093.jpg","4.9","Very useful;Easy setup;Works perfectly"
"P094","Amazon Echo Dot 5","Voice-controlled smart display with Fire TV integration","Amazon","Smart Home","24600","p094.jpg","4.4","Impressed;Well designed;User friendly"
"P095","Amazon Echo Show 8","Voice-controlled smart display with Fire TV integration","Amazon","Smart Home","14400","p095.jpg","3.9","Great product;Highly recommended;Good value"
"P096","Google Nest Hub Max","Premium sound quality with built-in smart assistant","Google","Smart Home","6100","p096.jpg","4.9","Better than expected;Great features;Love it"
"P097","Google Nest Mini","Seamless smart home control with Matter support","Google","Smart Home","16800","p097.jpg","4.4","Good performance;Easy to use;Reliable"
"P098","Google Nest Doorbell","Seamless smart home control with Matter support","Google","Smart Home","4800","p098.jpg","4.8","Amazing quality;Worth the price;Fast shipping"
"P099","Apple HomePod","Voice-controlled smart display with Fire TV integration","Apple","Smart Home","15300","p099.jpg","4.7","Impressed;Well designed;User friendly"
"P100","Apple HomePod Mini","Voice-controlled smart display with Fire TV integration","Apple","Smart Home","11800","p100.jpg","4.5","Good performance;Easy to use;Reliable"
"P101","Philips Hue Bridge","Seamless smart home control with Matter support","Philips","Smart Home","24400","p101.jpg","4.7","Great product;Highly recommended;Good value"
"P102","Philips Hue Bulbs","Premium sound quality with built-in smart assistant","Philips","Smart Home","7800","p102.jpg","3.9","Excellent build;Perfect for needs;Recommend"
"P103","Ring Video Doorbell","Voice-controlled smart display with Fire TV integration","Ring","Smart Home","23800","p103.jpg","4.1","Excellent;Would buy again;Highly recommend"
"P104","Ring Spotlight Cam","Voice-controlled smart display with Fire TV integration","Ring","Smart Home","9100","p104.jpg","4.2","Solid product;Works well;Good quality"
"P105","Sony PlayStation 5","Immersive gaming experience with haptic feedback controllers","Sony","Gaming Consoles","41100","p105.jpg","3.9","Solid product;Works well;Good quality"
"P106","Sony PlayStation 5 Digital","Immersive gaming experience with haptic feedback controllers","Sony","Gaming Consoles","41100","p106.jpg","3.8","Very useful;Easy setup;Works perfectly"
"P107","Microsoft Xbox Series X","Immersive gaming experience with haptic feedback controllers","Microsoft","Gaming Consoles","40700","p107.jpg","4.0","Works great;Nice design;Good battery"
"P108","Microsoft Xbox Series S","Next-gen gaming with 4K graphics and ray tracing support","Microsoft","Gaming Consoles","47800","p108.jpg","4.0","Amazing quality;Worth the price;Fast shipping"
"P109","Nintendo Switch OLED","Next-gen gaming with 4K graphics and ray tracing support","Nintendo","Gaming Consoles","55600","p109.jpg","4.2","Excellent;Would buy again;Highly recommend"
"P110","Nintendo Switch Lite","Immersive gaming experience with haptic feedback controllers","Nintendo","Gaming Consoles","56600","p110.jpg","4.0","Solid product;Works well;Good quality"
"P111","Valve Steam Deck","Backward compatible with thousands of games","Valve","Gaming Consoles","35900","p111.jpg","4.1","Excellent build;Perfect for needs;Recommend"
"P112","Sony DualSense Controller","Low latency wireless connection for lag-free gameplay","Sony","Gaming Accessories","9500","p112.jpg","4.0","Good performance;Easy to use;Reliable"
"P113","Sony PS5 Headset","Low latency wireless connection for lag-free gameplay","Sony","Gaming Accessories","2600","p113.jpg","4.8","Amazing quality;Worth the price;Fast shipping"
"P114","Microsoft Xbox Controller","Premium audio with noise cancellation for immersive experience","Microsoft","Gaming Accessories","14600","p114.jpg","4.6","Excellent;Would buy again;Highly recommend"
"P115","Microsoft Xbox Headset","Low latency wireless connection for lag-free gameplay","Microsoft","Gaming Accessories","2300","p115.jpg","4.1","Works great;Nice design;Good battery"
"P116","Logitech G Pro X Headset","Ergonomic design with customizable buttons for competitive gaming","Logitech","Gaming Accessories","13100","p116.jpg","4.2","Solid product;Works well;Good quality"
"P117","Logitech G502 Mouse","Low latency wireless connection for lag-free gameplay","Logitech","Gaming Accessories","12800","p117.jpg","4.1","Very useful;Easy setup;Works perfectly"
"P118","Logitech G915 Keyboard","Low latency wireless connection for lag-free gameplay","Logitech","Gaming Accessories","6600","p118.jpg","4.2","Great product;Highly recommended;Good value"
"P119","Razer DeathAdder Mouse","Premium audio with noise cancellation for immersive experience","Razer","Gaming Accessories","12500","p119.jpg","4.4","Excellent;Would buy again;Highly recommend"
"P120","Razer BlackShark Headset","Premium audio with noise cancellation for immersive experience","Razer","Gaming Accessories","4700","p120.jpg","4.7","Very useful;Easy setup;Works perfectly"
"P121","Corsair K70 Keyboard","Premium audio with noise cancellation for immersive experience","Corsair","Gaming Accessories","10300","p121.jpg","3.8","Better than expected;Great features;Love it"
"P122","Corsair Void Headset","Low latency wireless connection for lag-free gameplay","Corsair","Gaming Accessories","3200","p122.jpg","4.0","Good performance;Easy to use;Reliable"
"P123","Peloton Bike+","AI-powered personalized workout recommendations","Peloton","Fitness Equipment","129500","p123.jpg","4.7","Good performance;Easy to use;Reliable"
"P124","Peloton Tread","AI-powered personalized workout recommendations","Peloton","Fitness Equipment","127400","p124.jpg","4.5","Great product;Highly recommended;Good value"
"P125","NordicTrack C2200 Treadmill","Interactive training with live and on-demand classes","NordicTrack","Fitness Equipment","49600","p125.jpg","4.7","Better than expected;Great features;Love it"
"P126","NordicTrack FreeStride Trainer","Advanced metrics and heart rate monitoring for serious athletes","NordicTrack","Fitness Equipment","88300","p126.jpg","4.8","Excellent;Would buy again;Highly recommend"
"P127","Fitbit Aria Air Scale","Interactive training with live and on-demand classes","Fitbit","Fitness Equipment","32600","p127.jpg","4.5","Solid product;Works well;Good quality"
"P128","Fitbit Fitbit Premium","Advanced metrics and heart rate monitoring for serious athletes","Fitbit","Fitness Equipment","83800","p128.jpg","4.6","Solid product;Works well;Good quality"
"P129","Garmin Venu 2 Plus","Interactive training with live and on-demand classes","Garmin","Fitness Equipment","133500","p129.jpg","4.1","Good performance;Easy to use;Reliable"
"P130","Garmin Fenix 7","Advanced metrics and heart rate monitoring for serious athletes","Garmin","Fitness Equipment","147700","p130.jpg","4.4","Amazing quality;Worth the price;Fast shipping"
"P131","Xiaomi Mi Smart Band 7","AI-powered personalized workout recommendations","Xiaomi","Fitness Equipment","48500","p131.jpg","4.7","Better than expected;Great features;Love it"
"P132","Instant Pot Duo 7-in-1","Multi-function cooker with pressure slow cook and sauté modes","Instant Pot","Kitchen Appliances","17600","p132.jpg","4.3","Better than expected;Great features;Love it"
"P133","Instant Pot Ultra 10-in-1","Barista-quality espresso with built-in grinder","Instant Pot","Kitchen Appliances","15600","p133.jpg","4.6","Very useful;Easy setup;Works perfectly"
"P134","Ninja Foodi 9-in-1","Air fryer with dehydrate and bake functions","Ninja","Kitchen Appliances","19700","p134.jpg","3.9","Solid product;Works well;Good quality"
"P135","Ninja Air Fryer","Air fryer with dehydrate and bake functions","Ninja","Kitchen Appliances","15800","p135.jpg","4.7","Better than expected;Great features;Love it"
"P136","Breville Barista Express","Air fryer with dehydrate and bake functions","Breville","Kitchen Appliances","17800","p136.jpg","4.9","Very useful;Easy setup;Works perfectly"
"P137","Breville Smart Oven","Air fryer with dehydrate and bake functions","Breville","Kitchen Appliances","9400","p137.jpg","4.6","Impressed;Well designed;User friendly"
